title,company,location,salary,summary,posted,url,source,search_term,scraped_at,job_type,seniority,skills_mentioned,salary_clean
"Software Development Engineer, Amazon Optics",Amazon Web Services (Aws),"Dublin, County Dublin, Ireland",Not specified,,2026-02-19,https://ie.linkedin.com/jobs/view/software-development-engineer-amazon-optics-at-amazon-web-services-aws-4375081753?position=21&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=9OTzLtuJ18WwWfuoP4JDOw%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Data Engineer,Mid-Level,,Not specified
Software Engineer Ii,Cadence,"Cork, County Cork, Ireland",Not specified,,2026-03-02,https://ie.linkedin.com/jobs/view/software-engineer-ii-at-cadence-4370433170?position=22&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=lKmtYhupjx5%2FaY7U7fah9A%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Data Engineer,Mid-Level,,Not specified
"Software Development Engineer, Aws Security, Software Engineering, Aws Security Operations Centre (Soc)",Amazon Web Services (Aws),"Dublin, County Dublin, Ireland",Not specified,,2026-02-18,https://ie.linkedin.com/jobs/view/software-development-engineer-aws-security-software-engineering-aws-security-operations-centre-soc-at-amazon-web-services-aws-4366682036?position=24&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=r%2BqcWSdbRSmCRCSrWUnSqA%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Data Engineer,Mid-Level,,Not specified
"Front-End Development Engineer, Aws Fault Injection Service",Amazon Web Services (Aws),"Dublin, County Dublin, Ireland",Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/front-end-development-engineer-aws-fault-injection-service-at-amazon-web-services-aws-4383320578?position=25&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=ieQqpH9byDzVQTn%2BcHCstw%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Data Engineer,Mid-Level,,Not specified
"Software Development Engineer, Workforce Solutions - Talent Mobility, Workforce Solutions - Talent Mobility",Amazon,"Dublin, County Dublin, Ireland",Not specified,,2026-03-05,https://ie.linkedin.com/jobs/view/software-development-engineer-workforce-solutions-talent-mobility-workforce-solutions-talent-mobility-at-amazon-4365190647?position=26&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=1BBjph5RTDbd4geXOFAcfg%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Data Engineer,Mid-Level,,Not specified
Paid Internship - Artificial Intelligence Business Analyst,Gemmo Ai,"Dublin, County Dublin, Ireland",Not specified,,2025-12-23,https://ie.linkedin.com/jobs/view/paid-internship-artificial-intelligence-business-analyst-at-gemmo-ai-4363796277?position=27&pageNum=0&refId=zVCm1JmT4WMlXpiUytlPgQ%3D%3D&trackingId=uXK20R5mQHa6G8uJqiIlow%3D%3D,LinkedIn,data analyst internship,2026-03-12 00:03:48,Internship / Graduate,Junior / Entry,,Not specified
Graduate Talent Scientist,Canonical,"Dublin, County Dublin, Ireland",Not specified,,2026-02-17,https://ie.linkedin.com/jobs/view/graduate-talent-scientist-at-canonical-4373902586?position=1&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=YVgGB5aiYtPaRV%2Fe6nsFKg%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Internship / Graduate,Junior / Entry,,Not specified
Full Stack Engineer (Python/Node.Js),Protex Ai,"County Dublin, Ireland",Not specified,,2026-03-04,https://ie.linkedin.com/jobs/view/full-stack-engineer-python-node-js-at-protex-ai-4375800397?position=5&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=lAipE1%2FYPhLEucE5yZkjyg%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Data Engineer,Mid-Level,,Not specified
"Site Reliability Engineering Intern, Summer 2026 (Dublin, Ireland)",Crusoe,"Dublin, County Dublin, Ireland",Not specified,,2026-02-20,https://ie.linkedin.com/jobs/view/site-reliability-engineering-intern-summer-2026-dublin-ireland-at-crusoe-4367351030?position=7&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=iU7814YgVO%2FsUTtfsx8stA%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Internship / Graduate,Junior / Entry,,Not specified
Quantitative Campus Recruiter,Susquehanna International Group,"Dublin, County Dublin, Ireland",Not specified,,2026-02-28,https://ie.linkedin.com/jobs/view/quantitative-campus-recruiter-at-susquehanna-international-group-4360101710?position=8&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=Z445CKv6cxYH3IZVE%2FlsMg%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Other,Mid-Level,,Not specified
Sustainability Specialist 1,Cook Medical,"Limerick, County Limerick, Ireland",Not specified,,2026-03-11,https://ie.linkedin.com/jobs/view/sustainability-specialist-1-at-cook-medical-4382589033?position=9&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=CWfle%2BM1FJgnWp0cxAvpdA%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Other,Mid-Level,,Not specified
Summer 2026 Intern - Finance Operations Associate (Dublin),Salesforce,"Dublin, County Dublin, Ireland",Not specified,,2026-02-17,https://ie.linkedin.com/jobs/view/summer-2026-intern-finance-operations-associate-dublin-at-salesforce-4374183133?position=13&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=gMyUycbBOLYvP%2BNcaiG%2Bbg%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Internship / Graduate,Junior / Entry,,Not specified
Audit Trail Validation Engineer 1647,Simotech,"Cork, County Cork, Ireland",Not specified,,2026-01-29,https://ie.linkedin.com/jobs/view/audit-trail-validation-engineer-1647-at-simotech-4356576525?position=14&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=4MtHKQkjxD008vDwe99AyQ%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Data Engineer,Mid-Level,,Not specified
Intercompany Supply Chain Buyer Planner,Bio-Techne,"Dublin, County Dublin, Ireland",Not specified,,2026-02-18,https://ie.linkedin.com/jobs/view/intercompany-supply-chain-buyer-planner-at-bio-techne-4366386415?position=15&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=bTbLW4Mb0OZfaOqfAYdZCQ%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Other,Mid-Level,,Not specified
Forward Deployed Engineer – Intern,Whippy,"Dublin, County Dublin, Ireland",Not specified,,2026-03-06,https://ie.linkedin.com/jobs/view/forward-deployed-engineer-%E2%80%93-intern-at-whippy-4381921084?position=16&pageNum=0&refId=FXyAZMOQrvPaxoh7sD1Xww%3D%3D&trackingId=K7HqI1t7Y2XRk5DROkJ8ew%3D%3D,LinkedIn,data science internship,2026-03-12 00:05:02,Internship / Graduate,Junior / Entry,,Not specified
